Module,Nodes,Edges,Density,Average Degree,Diameter,Clustering Coefficient,Average Path Length,Betweenness Centrality,Eigenvector Centrality
1,80,3139,0.9933544303797468,75.83183226134032,2,0.9939294954195024,1.0066455696202532,8.519961051606622e-05,0.11171707913592743
0,66,2132,0.9939393939393939,62.24746184470956,2,0.9944251708810798,1.006060606060606,9.46969696969697e-05,0.12300202025125015
2,82,3274,0.9858476362541403,76.98480230691571,2,0.9879846283203808,1.0141523637458596,0.00017690454682324603,0.11025715602201852
